HEADER
﻿0.4260;(1835.9905,2376.0200,197.3740);(0.9235,-21.3456,101.6539);
﻿0.4820;(1835.2642,2375.6815,196.9175);(0.4227,-23.2091,106.2308);
﻿0.5240;(1834.7665,2375.3893,196.4409);(0.2437,-25.1465,109.3303);
﻿0.5790;(1834.3851,2375.0515,195.9704);(-0.3289,-27.6804,112.5224);
﻿0.6220;(1834.2799,2374.9048,195.7837);(-0.4262,-28.2603,113.5893);
﻿0.6770;(1834.4086,2374.8192,195.8152);(-0.5716,-27.9083,113.0054);
﻿0.7330;(1834.8237,2374.7441,195.9501);(-0.2834,-27.5095,110.0785);
﻿0.7750;(1835.3209,2374.7834,196.0746);(0.3876,-27.0707,106.3550);
﻿0.8300;(1836.2248,2374.8608,196.1927);(1.2465,-26.7540,99.9579);
﻿0.8720;(1837.0153,2374.8983,196.2702);(1.9375,-26.6120,94.4192);
﻿0.9280;(1838.1478,2374.8532,196.5231);(2.4801,-25.7301,86.4404);
﻿0.9840;(1839.3763,2374.6143,196.7326);(2.9896,-24.9580,78.2277);
﻿1.0250;(1840.3226,2374.3119,196.8808);(3.2914,-24.1774,71.9340);
﻿1.0810;(1841.4966,2373.7097,197.1649);(3.3437,-23.2547,63.5275);
﻿1.1240;(1842.3139,2373.1410,197.3397);(3.4016,-22.4647,57.4819);
﻿1.1800;(1843.2982,2372.2406,197.5302);(3.1489,-21.5908,49.7410);
﻿1.2350;(1844.1370,2371.1883,197.7173);(2.9410,-21.0624,42.4262);
﻿1.2760;(1844.6672,2370.3702,197.8450);(2.7522,-20.5776,37.2952);
﻿1.3320;(1845.2881,2369.1810,198.0231);(2.5024,-19.8577,30.8135);
﻿1.3740;(1845.6904,2368.2417,198.1672);(2.2560,-19.3666,26.0662);
﻿1.4290;(1846.1360,2366.9650,198.3521);(2.1533,-18.8280,19.9340);
﻿1.4720;(1846.4570,2365.9582,198.5119);(1.9675,-18.2585,15.4107);
﻿1.5270;(1846.8208,2364.6249,198.6478);(1.8847,-17.7315,9.6843);
﻿1.5830;(1847.1763,2363.2964,198.7546);(2.0851,-17.3098,4.0135);
﻿1.6240;(1847.3598,2362.2497,198.7872);(2.0216,-17.2064,-0.6250);
﻿1.6810;(1847.5620,2360.8776,198.7515);(2.4918,-16.9178,-6.6477);
﻿1.7220;(1847.6312,2359.8676,198.6699);(2.7034,-16.7114,-11.0908);
﻿1.7780;(1847.5646,2358.6533,198.5344);(2.8466,-16.7511,-16.8271);
﻿1.8330;(1847.3544,2357.6998,198.4966);(2.6764,-17.1604,-22.5530);
﻿1.8750;(1847.1319,2357.1775,198.5344);(2.4960,-17.4057,-26.7747);
﻿1.9310;(1846.7923,2356.7234,198.6063);(2.4059,-17.2198,-32.2954);
﻿1.9730;(1846.5118,2356.6024,198.6169);(2.4453,-17.0998,-36.3384);
﻿2.0290;(1846.1387,2356.6859,198.6193);(2.7067,-17.1864,-41.3700);
﻿2.0840;(1845.7396,2357.0263,198.6037);(2.7839,-17.4589,-45.5619);
﻿2.1250;(1845.3733,2357.4141,198.5867);(2.9589,-17.8547,-48.2928);
﻿2.1810;(1844.7998,2357.9258,198.6137);(2.9277,-18.0934,-52.2872);
﻿2.2220;(1844.3181,2358.3204,198.5358);(2.8344,-18.2372,-55.4388);
﻿2.2780;(1843.6425,2358.8918,198.3185);(2.8273,-18.8252,-59.5769);
﻿2.3340;(1842.9580,2359.5130,198.0734);(2.8952,-19.4841,-63.4007);
﻿2.3760;(1842.4186,2360.0216,197.9533);(2.8811,-19.8747,-66.2429);
﻿2.4310;(1841.6801,2360.6735,197.8047);(2.9931,-19.7944,-70.0813);
﻿2.4730;(1841.1536,2361.1143,197.6598);(3.0790,-19.8635,-72.8896);
﻿2.5300;(1840.4530,2361.6907,197.3889);(3.5124,-20.4699,-76.4157);
﻿2.5850;(1839.7884,2362.2025,197.1632);(3.8601,-21.1736,-79.4555);
﻿2.6260;(1839.3230,2362.5201,197.0304);(3.8918,-21.3750,-81.5418);
﻿2.6830;(1838.6546,2362.8108,196.8470);(4.0483,-21.5863,-84.1928);
﻿2.7240;(1838.1284,2362.9481,196.7059);(4.2319,-21.7815,-86.0069);
﻿2.7790;(1837.3932,2363.0383,196.5734);(4.3267,-22.1444,-88.0428);
﻿2.8220;(1836.8222,2362.9982,196.5706);(4.0942,-22.2039,-89.1896);
﻿2.8770;(1836.1009,2362.8262,196.6298);(3.9237,-21.9621,-90.5189);
﻿2.9330;(1835.3688,2362.4778,196.7017);(3.7052,-21.3463,-91.2232);
﻿2.9750;(1834.8590,2362.1495,196.7477);(3.5805,-20.9645,-91.2266);
﻿3.0300;(1834.1677,2361.5980,196.8942);(3.2710,-20.2740,-91.0149);
﻿3.0730;(1833.6809,2361.0987,197.1429);(2.9059,-19.8562,-90.7113);
﻿3.1290;(1833.0590,2360.4497,197.5351);(2.5638,-19.1498,-90.5005);
﻿3.1840;(1832.4992,2359.7447,198.1089);(2.1130,-17.2036,-90.4454);
﻿3.2250;(1832.1516,2359.2795,198.6151);(1.3983,-14.7690,-90.1784);
﻿3.2820;(1831.7453,2358.8621,199.2056);(0.8915,-11.5857,-89.8743);
﻿3.3230;(1831.4501,2358.6302,199.5555);(0.7088,-9.2952,-89.7626);
﻿3.3790;(1831.1055,2358.5403,199.9721);(0.6491,-7.1159,-90.2398);
﻿3.4340;(1830.9205,2358.6592,200.3967);(0.8418,-4.7089,-91.6381);
﻿3.4760;(1830.8899,2358.8701,200.6767);(0.8924,-3.4375,-92.9616);
﻿3.5320;(1830.9378,2359.2630,201.0483);(0.9870,-1.6739,-95.1841);
﻿3.5740;(1831.0154,2359.5845,201.2344);(0.8670,-0.7614,-97.3766);
﻿3.6300;(1831.1302,2359.9762,201.4486);(0.6613,-0.0674,-101.4505);
﻿3.6720;(1831.2288,2360.3281,201.5377);(0.4781,-0.2028,-105.1916);
﻿3.7280;(1831.3664,2360.8456,201.7222);(0.2458,0.4493,-110.6265);
﻿3.7830;(1831.5382,2361.4968,201.8727);(0.0878,1.1697,-116.3243);
﻿3.8250;(1831.7118,2362.0285,201.9898);(0.0071,1.6159,-120.6514);
﻿3.8810;(1832.0420,2362.7167,202.0103);(-0.3057,2.1450,-126.2900);
﻿3.9220;(1832.3222,2363.2302,201.9622);(-0.1804,2.0420,-130.2790);
﻿3.9780;(1832.7369,2363.8699,201.7579);(0.1146,1.2990,-135.3880);
